ticker,volume,open,close,high,low,window_start,transactions
O:BXP260116P00060000,1,0.36,0.36,0.36,0.36,1765861200000000000,1
O:BXP260116P00062500,4,0.45,0.45,0.45,0.45,1765861200000000000,2
O:BXP260116P00065000,2,0.74,0.74,0.74,0.74,1765861200000000000,1
O:BXP260116P00067500,7,1.35,1.23,1.5,1.23,1765861200000000000,4
O:BXP260116P00070000,11,2.4,2.5,2.5,2.4,1765861200000000000,2
O:BXP260417C00082500,1,0.9,0.9,0.9,0.9,1765861200000000000,1
O:BXP260717C00070000,1,6.14,6.14,6.14,6.14,1765861200000000000,1
O:BXP260717P00070000,8,6.22,6.2,6.22,6.2,1765861200000000000,2
O:BXP270115P00067500,2,7.8,7.8,7.8,7.8,1765861200000000000,1
O:BXSL251219C00027500,58,0.8,0.45,0.81,0.45,1765861200000000000,8
O:BXSL251219P00027500,108,0.1,0.08,0.14,0.08,1765861200000000000,5
O:BXSL260116C00027500,15,0.76,0.7,0.85,0.7,1765861200000000000,5
O:BXSL260116C00030000,23,0.07,0.05,0.09,0.05,1765861200000000000,4
O:BXSL260116P00027500,20,0.65,0.75,0.75,0.6,1765861200000000000,8
O:BXSL260220C00027500,101,1.05,0.85,1.05,0.85,1765861200000000000,4
O:BXSL260220C00030000,36,0.1,0.1,0.1,0.1,1765861200000000000,2
O:BXSL260220P00025000,1,0.25,0.25,0.25,0.25,1765861200000000000,1
O:BXSL260220P00027500,7,0.88,0.93,0.93,0.85,1765861200000000000,3
O:BXSL260220P00030000,23,2.74,2.9,2.9,2.74,1765861200000000000,2
O:BXSL260515C00015000,2,13.1,13.1,13.1,13.1,1765861200000000000,1
O:BXSL260515C00027500,1,1.43,1.43,1.43,1.43,1765861200000000000,1
O:BXSL260515C00030000,122,0.45,0.4,0.45,0.32,1765861200000000000,6
O:BXSL260515C00032500,57,0.1,0.1,0.1,0.1,1765861200000000000,1
O:BXSL260515P00040000,2,13.22,13.3,13.3,13.22,1765861200000000000,2
O:BYD251219C00075000,1,10.1,10.1,10.1,10.1,1765861200000000000,1
O:BYD251219C00080000,482,5.24,5.3,5.3,4.7,1765861200000000000,51
O:BYD251219C00082500,1,3.4,3.4,3.4,3.4,1765861200000000000,1
O:BYD251219C00085000,49,1.31,1,1.31,0.95,1765861200000000000,8
O:BYD251219C00087500,3,0.05,0.35,0.35,0.05,1765861200000000000,2
O:BYD251219C00090000,1,0.2,0.2,0.2,0.2,1765861200000000000,1
O:BYD251219C00092500,1,0.1,0.1,0.1,0.1,1765861200000000000,1
O:BYD251219P00080000,5,0.29,0.29,0.29,0.29,1765861200000000000,1
O:BYD251219P00082500,5,0.44,0.44,0.44,0.44,1765861200000000000,1
O:BYD251219P00085000,8,0.7,0.75,0.75,0.7,1765861200000000000,5
O:BYD260116C00080000,254,6.15,6.05,6.3,5.7,1765861200000000000,35
O:BYD260116C00082500,4,4.2,4.2,4.2,4.2,1765861200000000000,1
O:BYD260116C00085000,8,2.45,2.43,2.49,2.43,1765861200000000000,3
O:BYD260116C00087500,16,1.5,1.27,1.5,1.27,1765861200000000000,3
O:BYD260116C00090000,20,0.59,0.63,0.63,0.59,1765861200000000000,2
O:BYD260116P00082500,1,1.25,1.25,1.25,1.25,1765861200000000000,1
O:BYD260116P00085000,3,2.25,1.95,2.25,1.95,1765861200000000000,3
O:BYD260320C00077500,3,10.2,10.2,10.2,10.2,1765861200000000000,1
O:BYD260320C00090000,15,2.35,2.81,2.81,2.35,1765861200000000000,2
O:BYD260320C00092500,5,1.7,1.7,1.7,1.7,1765861200000000000,1
O:BYD260320P00075000,19,1.5,1.5,1.5,1.5,1765861200000000000,2
O:BYD260320P00077500,1,1.95,1.95,1.95,1.95,1765861200000000000,1
O:BYD260320P00080000,1,2.34,2.34,2.34,2.34,1765861200000000000,1
O:BYND251219C00000500,620,0.53,0.6,0.62,0.53,1765861200000000000,58
O:BYND251219C00001000,5444,0.07,0.12,0.14,0.07,1765861200000000000,378
O:BYND251219C00001500,12370,0.01,0.01,0.02,0.01,1765861200000000000,574
O:BYND251219C00002000,2167,0.01,0.01,0.01,0.01,1765861200000000000,92
O:BYND251219C00002500,362,0.01,0.01,0.01,0.01,1765861200000000000,11
O:BYND251219C00003000,100,0.01,0.01,0.01,0.01,1765861200000000000,1
O:BYND251219C00003500,21,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND251219C00004000,32,0.01,0.01,0.01,0.01,1765861200000000000,1
O:BYND251219C00005000,2,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND251219C00005500,20,0.01,0.01,0.01,0.01,1765861200000000000,3
O:BYND251219C00008000,6,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND251219C00010000,5,0.01,0.01,0.01,0.01,1765861200000000000,1
O:BYND251219C00015000,6,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND251219C00018000,2,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND251219C00025000,1,0.01,0.01,0.01,0.01,1765861200000000000,1
O:BYND251219C00040000,62,0.01,0.01,0.01,0.01,1765861200000000000,6
O:BYND251219P00000500,40,0.01,0.01,0.01,0.01,1765861200000000000,3
O:BYND251219P00001000,2986,0.04,0.02,0.04,0.01,1765861200000000000,214
O:BYND251219P00001500,980,0.47,0.41,0.47,0.39,1765861200000000000,46
O:BYND251219P00002000,129,0.96,0.9,0.96,0.88,1765861200000000000,19
O:BYND251219P00002500,184,1.4,1.4,1.43,1.38,1765861200000000000,11
O:BYND251219P00003000,141,1.9,1.91,1.91,1.9,1765861200000000000,4
O:BYND251219P00003500,1,2.43,2.43,2.43,2.43,1765861200000000000,1
O:BYND251219P00005000,2,3.85,3.83,3.85,3.83,1765861200000000000,2
O:BYND251219P00005500,4,4.3,4.42,4.42,4.3,1765861200000000000,2
O:BYND251219P00008000,18,7.65,7.65,7.65,7.65,1765861200000000000,1
O:BYND251219P00009000,6,8.04,8.04,8.04,8.04,1765861200000000000,3
O:BYND251219P00011000,3,9.97,9.97,9.97,9.97,1765861200000000000,3
O:BYND251219P00013000,1,12.04,12.04,12.04,12.04,1765861200000000000,1
O:BYND251219P00014000,1,12.95,12.95,12.95,12.95,1765861200000000000,1
O:BYND251226C00000500,145,0.6,0.6,0.63,0.57,1765861200000000000,11
O:BYND251226C00001000,973,0.11,0.14,0.17,0.1,1765861200000000000,136
O:BYND251226C00001500,5598,0.03,0.03,0.05,0.03,1765861200000000000,255
O:BYND251226C00002000,2755,0.02,0.02,0.03,0.01,1765861200000000000,96
O:BYND251226C00002500,287,0.01,0.01,0.02,0.01,1765861200000000000,25
O:BYND251226C00003000,136,0.01,0.02,0.02,0.01,1765861200000000000,10
O:BYND251226C00004000,20,0.01,0.01,0.01,0.01,1765861200000000000,3
O:BYND251226P00000500,28,0.01,0.01,0.01,0.01,1765861200000000000,5
O:BYND251226P00001000,785,0.08,0.04,0.08,0.04,1765861200000000000,104
O:BYND251226P00001500,17,0.44,0.44,0.45,0.43,1765861200000000000,8
O:BYND251226P00002000,15,0.94,0.91,0.95,0.89,1765861200000000000,6
O:BYND251226P00003000,1,1.86,1.86,1.86,1.86,1765861200000000000,1
O:BYND260102C00000500,4,0.63,0.6,0.63,0.57,1765861200000000000,4
O:BYND260102C00001000,926,0.16,0.19,0.19,0.14,1765861200000000000,52
O:BYND260102C00001500,2794,0.05,0.06,0.07,0.05,1765861200000000000,239
O:BYND260102C00002000,1180,0.03,0.02,0.04,0.02,1765861200000000000,60
O:BYND260102C00002500,107,0.04,0.03,0.04,0.01,1765861200000000000,13
O:BYND260102C00003000,19,0.03,0.02,0.03,0.02,1765861200000000000,4
O:BYND260102P00000500,4,0.01,0.01,0.01,0.01,1765861200000000000,1
O:BYND260102P00001000,343,0.11,0.09,0.11,0.07,1765861200000000000,28
O:BYND260102P00001500,25,0.46,0.47,0.47,0.45,1765861200000000000,4
O:BYND260102P00002000,27,0.91,0.91,0.91,0.91,1765861200000000000,1
O:BYND260102P00003000,1,1.9,1.9,1.9,1.9,1765861200000000000,1
O:BYND260109C00000500,13,0.58,0.53,0.66,0.53,1765861200000000000,13
O:BYND260109C00001000,1191,0.18,0.21,0.22,0.18,1765861200000000000,23
O:BYND260109C00001500,472,0.08,0.07,0.1,0.07,1765861200000000000,65
O:BYND260109C00002000,331,0.06,0.04,0.06,0.04,1765861200000000000,48
O:BYND260109C00002500,172,0.03,0.05,0.05,0.03,1765861200000000000,19
O:BYND260109C00003000,2,0.04,0.02,0.04,0.02,1765861200000000000,2
O:BYND260109P00001000,2841,0.13,0.11,0.13,0.1,1765861200000000000,57
O:BYND260109P00002000,1,0.89,0.89,0.89,0.89,1765861200000000000,1
O:BYND260116C00000500,75,0.58,0.6,0.61,0.52,1765861200000000000,18
O:BYND260116C00001000,1591,0.22,0.24,0.25,0.21,1765861200000000000,166
O:BYND260116C00001500,2565,0.1,0.1,0.13,0.09,1765861200000000000,166
O:BYND260116C00002000,1370,0.06,0.06,0.07,0.05,1765861200000000000,116
O:BYND260116C00002500,502,0.07,0.05,0.07,0.04,1765861200000000000,38
O:BYND260116C00003000,118,0.03,0.03,0.04,0.03,1765861200000000000,23
O:BYND260116C00003500,20,0.03,0.02,0.03,0.02,1765861200000000000,2
O:BYND260116C00004000,38,0.02,0.03,0.03,0.02,1765861200000000000,11
O:BYND260116C00004500,41,0.03,0.02,0.03,0.02,1765861200000000000,5
O:BYND260116C00005000,196,0.03,0.01,0.03,0.01,1765861200000000000,14
O:BYND260116C00005500,2,0.02,0.02,0.02,0.02,1765861200000000000,2
O:BYND260116C00006000,2,0.02,0.02,0.02,0.02,1765861200000000000,2
O:BYND260116C00007000,11,0.02,0.02,0.02,0.02,1765861200000000000,3
O:BYND260116C00008000,14,0.03,0.02,0.03,0.01,1765861200000000000,4
O:BYND260116C00009000,45,0.01,0.01,0.03,0.01,1765861200000000000,11
O:BYND260116C00010000,216,0.01,0.01,0.02,0.01,1765861200000000000,12
O:BYND260116C00015000,2,0.02,0.02,0.02,0.02,1765861200000000000,1
O:BYND260116C00020000,80,0.02,0.01,0.02,0.01,1765861200000000000,7
O:BYND260116C00022000,4,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND260116C00027000,109,0.02,0.01,0.02,0.01,1765861200000000000,15
O:BYND260116P00000500,91,0.01,0.01,0.02,0.01,1765861200000000000,15
O:BYND260116P00001000,418,0.13,0.11,0.16,0.11,1765861200000000000,33
O:BYND260116P00001500,51,0.53,0.5,0.53,0.5,1765861200000000000,12
O:BYND260116P00002000,90,0.93,0.95,0.99,0.93,1765861200000000000,11
O:BYND260116P00002500,8,1.43,1.42,1.43,1.42,1765861200000000000,2
O:BYND260116P00003000,169,1.95,1.92,1.95,1.92,1765861200000000000,3
O:BYND260116P00006000,95,4.8,4.9,4.9,4.8,1765861200000000000,2
O:BYND260123C00000500,39,0.58,0.61,0.66,0.58,1765861200000000000,29
O:BYND260123C00001000,28,0.23,0.25,0.26,0.23,1765861200000000000,14
O:BYND260123C00001500,101,0.12,0.14,0.15,0.12,1765861200000000000,15
O:BYND260123C00002000,19,0.08,0.07,0.08,0.07,1765861200000000000,3
O:BYND260123C00002500,100,0.05,0.07,0.07,0.05,1765861200000000000,4
O:BYND260123C00003000,2,0.15,0.05,0.15,0.05,1765861200000000000,2
O:BYND260123C00004000,21,0.04,0.04,0.07,0.04,1765861200000000000,4
O:BYND260123P00000500,38,0.03,0.03,0.03,0.03,1765861200000000000,1
O:BYND260123P00001000,26,0.18,0.17,0.18,0.17,1765861200000000000,3
O:BYND260123P00001500,2,0.44,0.66,0.66,0.44,1765861200000000000,2
O:BYND260123P00002000,27,0.95,0.95,0.95,0.95,1765861200000000000,1
O:BYND260123P00003000,1,1.61,1.61,1.61,1.61,1765861200000000000,1
O:BYND260130C00000500,11,0.59,0.65,0.65,0.58,1765861200000000000,7
O:BYND260130C00001000,7,0.25,0.27,0.28,0.25,1765861200000000000,6
O:BYND260130C00001500,102,0.14,0.15,0.15,0.11,1765861200000000000,20
O:BYND260130C00002000,229,0.1,0.1,0.1,0.09,1765861200000000000,13
O:BYND260130C00002500,75,0.09,0.07,0.09,0.07,1765861200000000000,11
O:BYND260130P00000500,2,0.01,0.01,0.01,0.01,1765861200000000000,2
O:BYND260130P00001000,12,0.16,0.18,0.18,0.16,1765861200000000000,2
O:BYND260130P00001500,51,0.56,0.55,0.59,0.55,1765861200000000000,7
O:BYND260130P00002000,21,0.9,0.97,0.97,0.9,1765861200000000000,2
O:BYND260220C00000500,27,0.6,0.63,0.65,0.6,1765861200000000000,10
O:BYND260220C00001000,163,0.28,0.33,0.33,0.28,1765861200000000000,31
O:BYND260220C00001500,1366,0.2,0.21,0.23,0.18,1765861200000000000,67
O:BYND260220C00002000,284,0.14,0.15,0.17,0.14,1765861200000000000,62
O:BYND260220C00002500,141,0.13,0.12,0.15,0.11,1765861200000000000,31
O:BYND260220C00003000,142,0.09,0.1,0.11,0.09,1765861200000000000,14
O:BYND260220C00003500,47,0.09,0.09,0.1,0.07,1765861200000000000,8
O:BYND260220C00004000,36,0.09,0.07,0.09,0.07,1765861200000000000,4
O:BYND260220C00004500,3,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BYND260220C00005000,4,0.06,0.07,0.07,0.06,1765861200000000000,3
O:BYND260220C00005500,296,0.08,0.05,0.08,0.05,1765861200000000000,11
O:BYND260220C00006000,41,0.05,0.05,0.05,0.05,1765861200000000000,4
O:BYND260220C00007000,2,0.04,0.06,0.06,0.04,1765861200000000000,2
O:BYND260220C00009000,1,0.03,0.03,0.03,0.03,1765861200000000000,1
O:BYND260220C00015000,5,0.04,0.04,0.04,0.04,1765861200000000000,1
O:BYND260220P00000500,977,0.03,0.03,0.03,0.03,1765861200000000000,5
O:BYND260220P00001000,13,0.23,0.23,0.23,0.22,1765861200000000000,4
O:BYND260220P00003500,50,2.63,2.63,2.63,2.63,1765861200000000000,4
O:BYND260220P00005000,16,3.84,3.94,4,3.54,1765861200000000000,16
O:BYND260220P00005500,16,4.43,4.43,4.49,4.37,1765861200000000000,16
O:BYND260220P00006000,106,4.81,4.95,4.95,4.81,1765861200000000000,5
O:BYND260220P00008000,60,6.84,6.92,7.15,6.84,1765861200000000000,60
O:BYND260220P00010000,51,8.88,8.93,9.05,8.55,1765861200000000000,51
O:BYND260515C00001000,267,0.45,0.47,0.48,0.43,1765861200000000000,11
O:BYND260515C00001500,63,0.31,0.34,0.38,0.31,1765861200000000000,15
O:BYND260515C00002000,230,0.26,0.28,0.31,0.25,1765861200000000000,27
O:BYND260515C00002500,47,0.25,0.26,0.31,0.21,1765861200000000000,6
O:BYND260515C00003000,221,0.22,0.2,0.25,0.2,1765861200000000000,15
O:BYND260515C00003500,3,0.2,0.16,0.2,0.16,1765861200000000000,3
O:BYND260515C00004000,57,0.18,0.19,0.19,0.16,1765861200000000000,13
O:BYND260515C00005000,68,0.18,0.16,0.18,0.16,1765861200000000000,13
O:BYND260515C00007000,1,0.11,0.11,0.11,0.11,1765861200000000000,1
O:BYND260515C00010000,10,0.2,0.2,0.2,0.2,1765861200000000000,1
O:BYND260515P00000500,66,0.07,0.06,0.08,0.06,1765861200000000000,3
O:BYND260515P00001000,39,0.41,0.37,0.41,0.3,1765861200000000000,21
O:BYND260515P00001500,3,0.74,0.74,0.74,0.74,1765861200000000000,3
O:BYND260515P00002500,50,1.59,1.56,1.59,1.56,1765861200000000000,2
O:BYND260515P00005000,22,3.85,4.04,4.12,3.55,1765861200000000000,22
O:BYND260515P00005500,16,4.44,4.5,4.55,4.4,1765861200000000000,16
O:BYND260515P00006000,2,5.01,4.71,5.01,4.71,1765861200000000000,2
O:BYND260515P00008000,82,6.85,6.99,7.22,6.85,1765861200000000000,74
O:BYND260515P00010000,53,8.89,9,9.15,8.56,1765861200000000000,53
O:BYND260515P00015000,19,13.8,13.96,13.96,13.8,1765861200000000000,3
O:BYND270115C00000500,30,0.85,0.72,0.85,0.59,1765861200000000000,7
O:BYND270115C00001000,52,0.55,0.6,0.62,0.54,1765861200000000000,9
O:BYND270115C00001500,226,0.47,0.5,0.5,0.45,1765861200000000000,17
O:BYND270115C00002000,51,0.42,0.41,0.47,0.4,1765861200000000000,19
O:BYND270115C00003000,84,0.33,0.35,0.38,0.33,1765861200000000000,9
O:BYND270115C00003500,3,0.3,0.3,0.3,0.3,1765861200000000000,1
O:BYND270115C00004000,3,0.32,0.29,0.32,0.28,1765861200000000000,3
O:BYND270115C00005000,4,0.25,0.26,0.26,0.25,1765861200000000000,2
O:BYND270115C00005500,1,0.24,0.24,0.24,0.24,1765861200000000000,1
O:BYND270115C00007000,10,0.2,0.2,0.2,0.2,1765861200000000000,1
O:BYND270115C00010000,23,0.2,0.2,0.22,0.2,1765861200000000000,6
O:BYND270115C00012000,50,0.38,0.15,0.38,0.15,1765861200000000000,2
O:BYND270115C00015000,111,0.16,0.17,0.17,0.16,1765861200000000000,3
O:BYND270115P00000500,1,0.14,0.14,0.14,0.14,1765861200000000000,1
O:BYND270115P00001500,2,0.85,0.85,0.85,0.85,1765861200000000000,2
O:BYND270115P00002000,1,1.37,1.37,1.37,1.37,1765861200000000000,1
O:BYND270115P00002500,105,1.76,1.76,1.76,1.76,1765861200000000000,3
O:BYND270115P00007000,2,5.7,6.11,6.11,5.7,1765861200000000000,2
O:BYND270319C00000500,22,0.85,0.74,0.85,0.74,1765861200000000000,5
O:BYND270319P00001000,1,0.53,0.53,0.53,0.53,1765861200000000000,1
O:BYND270617C00000500,5,0.91,0.91,0.91,0.91,1765861200000000000,1
O:BYND270617C00002000,1,0.5,0.5,0.5,0.5,1765861200000000000,1
O:BYND270617P00001000,1,0.53,0.53,0.53,0.53,1765861200000000000,1
O:BYND271217C00001000,500,0.33,0.33,0.33,0.33,1765861200000000000,14
O:BYND271217C00007000,1,0.5,0.5,0.5,0.5,1765861200000000000,1
O:BYND271217P00001000,1,0.57,0.57,0.57,0.57,1765861200000000000,1
O:BYND271217P00002000,10,1.41,1.41,1.41,1.41,1765861200000000000,1
O:BYND280121C00000500,43,0.72,0.8,0.9,0.72,1765861200000000000,11
O:BYND280121C00001000,526,0.65,0.65,0.7,0.62,1765861200000000000,14
O:BYND280121C00001500,16,0.55,0.61,0.63,0.55,1765861200000000000,4
O:BYND280121C00002000,31,0.59,0.51,0.7,0.51,1765861200000000000,5
O:BYND280121C00002500,22,0.7,0.56,0.7,0.52,1765861200000000000,3
O:BYND280121C00003000,22,0.65,0.48,0.65,0.48,1765861200000000000,3
O:BYND280121C00004000,6,0.42,0.46,0.46,0.42,1765861200000000000,3
O:BYND280121C00005000,64,0.44,0.43,0.44,0.43,1765861200000000000,6
O:BYND280121C00005500,4,0.45,0.45,0.45,0.45,1765861200000000000,2
O:BYND280121C00007000,4,0.4,0.32,0.4,0.32,1765861200000000000,3
O:BYND280121C00010000,1,0.35,0.35,0.35,0.35,1765861200000000000,1
O:BYND280121C00015000,52,0.27,0.29,0.3,0.27,1765861200000000000,14
O:BYND280121P00000500,2,0.19,0.2,0.2,0.19,1765861200000000000,2
O:BYND280121P00001000,55,0.57,0.6,0.6,0.57,1765861200000000000,2
O:BYRN251219C00015000,2,2.6,2.6,2.6,2.6,1765861200000000000,1
O:BYRN251219C00017500,1,0.35,0.35,0.35,0.35,1765861200000000000,1
O:BYRN251219C00020000,54,0.05,0.1,0.1,0.05,1765861200000000000,16
O:BYRN251219C00040000,4,0.1,0.1,0.1,0.1,1765861200000000000,1
O:BYRN251219C00045000,5,0.24,0.24,0.24,0.24,1765861200000000000,1
O:BYRN251219P00002500,2,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BYRN251219P00005000,53,0.03,0.06,0.06,0.03,1765861200000000000,41
O:BYRN251219P00007500,53,0.08,0.06,0.08,0.06,1765861200000000000,41
O:BYRN251219P00017500,7,0.55,0.45,0.55,0.38,1765861200000000000,4
O:BYRN251219P00020000,3,2.68,2.58,2.68,2.58,1765861200000000000,2
O:BYRN260116C00017500,6,1.35,1.35,1.35,1.35,1765861200000000000,1
O:BYRN260116C00020000,2,0.55,0.5,0.55,0.5,1765861200000000000,2
O:BYRN260116C00030000,5,0.52,0.52,0.52,0.52,1765861200000000000,1
O:BYRN260116P00017500,7,1.21,1.1,1.21,1.06,1765861200000000000,4
O:BYRN260320C00017500,4,2.9,2.7,2.9,2.7,1765861200000000000,2
O:BYRN260320C00020000,12,1.75,1.6,1.75,1.6,1765861200000000000,3
O:BYRN260320C00025000,8,0.75,0.75,0.75,0.75,1765861200000000000,2
O:BYRN260320C00030000,22,0.35,0.47,0.47,0.35,1765861200000000000,2
O:BYRN260320P00012500,2,0.45,0.5,0.5,0.45,1765861200000000000,2
O:BYRN260618C00020000,2,3.06,3.06,3.06,3.06,1765861200000000000,1
O:BYRN260618P00017500,3,3.4,3.38,3.4,3.38,1765861200000000000,2
O:BYRN270115P00015000,1,3.19,3.19,3.19,3.19,1765861200000000000,1
O:BZ251219C00020000,1,0.37,0.37,0.37,0.37,1765861200000000000,1
O:BZ251219C00022500,1,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BZ260116C00022500,1,0.27,0.27,0.27,0.27,1765861200000000000,1
O:BZ260417C00022500,1,1,1,1,1,1765861200000000000,1
O:BZAI251219C00001000,65,1.03,1.17,1.17,1.03,1765861200000000000,2
O:BZAI251219C00002000,76,0.25,0.22,0.3,0.22,1765861200000000000,3
O:BZAI251219C00003000,5,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BZAI251219P00005000,1,2.94,2.94,2.94,2.94,1765861200000000000,1
O:BZAI260116C00002000,5,0.38,0.38,0.38,0.38,1765861200000000000,1
O:BZAI260116P00002000,300,0.1,0.1,0.1,0.1,1765861200000000000,1
O:BZAI260116P00003000,1,0.87,0.87,0.87,0.87,1765861200000000000,1
O:BZAI260220C00003000,60,0.2,0.2,0.2,0.19,1765861200000000000,8
O:BZAI260515C00003000,1,0.47,0.47,0.47,0.47,1765861200000000000,1
O:BZAI260515P00005000,2,3.04,2.94,3.04,2.94,1765861200000000000,2
O:BZAI270115C00003000,3,0.7,0.7,0.7,0.7,1765861200000000000,1
O:BZAI270115C00005000,4,0.47,0.47,0.47,0.47,1765861200000000000,1
O:BZAI270115C00007000,7,0.33,0.33,0.33,0.33,1765861200000000000,1
O:BZAI280121C00001000,10,2.16,1.4,2.16,1.4,1765861200000000000,2
O:BZAI280121C00003000,3,0.8,0.9,0.9,0.8,1765861200000000000,3
O:BZAI280121C00005000,7,0.6,0.75,0.75,0.6,1765861200000000000,3
O:BZAI280121C00007000,5,0.6,0.6,0.6,0.6,1765861200000000000,5
O:BZAI280121C00010000,5,1.31,1.31,1.31,1.31,1765861200000000000,1
O:BZFD251219C00001000,10,0.05,0.05,0.1,0.05,1765861200000000000,5
O:BZFD260116C00000500,6,0.47,0.47,0.47,0.47,1765861200000000000,2
O:BZFD260116C00001000,161,0.1,0.15,0.15,0.1,1765861200000000000,5
O:BZFD260116C00001500,1,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BZFD260116C00002000,43,0.05,0.05,0.05,0.05,1765861200000000000,3
O:BZFD260116P00002000,25,1,1.05,1.05,1,1765861200000000000,2
O:BZFD260320C00002000,5,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BZH251219C00022000,1,0.75,0.75,0.75,0.75,1765861200000000000,1
O:BZH251219C00023000,1,0.17,0.17,0.17,0.17,1765861200000000000,1
O:BZH251219C00025000,1,0.05,0.05,0.05,0.05,1765861200000000000,1
O:BZH251219P00022000,68,0.27,0.4,0.4,0.27,1765861200000000000,10
O:BZH251219P00023000,2,0.87,0.82,0.87,0.82,1765861200000000000,2
O:BZH251219P00024000,1,1.87,1.87,1.87,1.87,1765861200000000000,1
O:BZH260116C00023000,1,0.6,0.6,0.6,0.6,1765861200000000000,1
O:BZH260116C00024000,2,0.48,0.44,0.48,0.44,1765861200000000000,2
O:BZH260116P00019000,5,0.23,0.23,0.23,0.23,1765861200000000000,1
O:BZH260116P00021000,1,0.46,0.46,0.46,0.46,1765861200000000000,1
O:BZH260116P00023000,1,1.32,1.32,1.32,1.32,1765861200000000000,1
O:BZH260220P00019000,10,0.65,0.67,0.67,0.65,1765861200000000000,2
O:BZH260220P00020000,10,0.93,0.93,0.93,0.93,1765861200000000000,1
O:BZH260220P00021000,10,1.3,1.3,1.3,1.3,1765861200000000000,1
O:BZH260320C00025000,10,1.15,1.15,1.15,1.15,1765861200000000000,1
O:BZQ1260515P00008000,3,1.15,1.15,1.15,1.15,1765861200000000000,1
O:BZUN260417C00002500,2,0.49,0.49,0.49,0.49,1765861200000000000,1
O:BZUN260417C00005000,115,0.03,0.09,0.15,0.03,1765861200000000000,47
O:BZUN260717C00005000,27,0.23,0.25,0.25,0.23,1765861200000000000,2
O:BZUN260717P00002500,259,0.4,0.44,0.44,0.4,1765861200000000000,6
O:BZUN260717P00005000,90,2.46,2.43,2.46,2.41,1765861200000000000,18
O:C251219C00030000,4,81.1,81.15,81.19,81.1,1765861200000000000,4
O:C251219C00032500,4,78.65,78.7,78.74,78.65,1765861200000000000,4
O:C251219C00040000,1,72.73,72.73,72.73,72.73,1765861200000000000,1
O:C251219C00042500,1,70.3,70.3,70.3,70.3,1765861200000000000,1
O:C251219C00045000,1,66.46,66.46,66.46,66.46,1765861200000000000,1
O:C251219C00047500,1,64.01,64.01,64.01,64.01,1765861200000000000,1
O:C251219C00055000,1,57.91,57.91,57.91,57.91,1765861200000000000,1
O:C251219C00057500,1,55.42,55.42,55.42,55.42,1765861200000000000,1
O:C251219C00060000,6,51.56,51.44,52.68,51.41,1765861200000000000,5
O:C251219C00062500,3,50.25,48.99,50.25,48.98,1765861200000000000,3
O:C251219C00065000,1,46.49,46.49,46.49,46.49,1765861200000000000,1
O:C251219C00067500,1,44.06,44.06,44.06,44.06,1765861200000000000,1
O:C251219C00070000,4,43.2,41.66,43.2,41.66,1765861200000000000,2
O:C251219C00075000,20,37.8,36.7,37.8,36.7,1765861200000000000,2
O:C251219C00080000,5,31.3,31.2,31.43,31.2,1765861200000000000,4
O:C251219C00082500,2,28.97,28.94,28.97,28.94,1765861200000000000,2
O:C251219C00085000,2,27.85,26.35,27.85,26.35,1765861200000000000,2
O:C251219C00086000,1,25.34,25.34,25.34,25.34,1765861200000000000,1
O:C251219C00087000,1,24.42,24.42,24.42,24.42,1765861200000000000,1
O:C251219C00087500,6,25.48,23.92,25.48,23.92,1765861200000000000,4
O:C251219C00088000,1,24.9,24.9,24.9,24.9,1765861200000000000,1
O:C251219C00089000,1,23.91,23.91,23.91,23.91,1765861200000000000,1
O:C251219C00090000,50,23,21.6,23,21.6,1765861200000000000,5
O:C251219C00092500,314,19.37,18.87,19.37,18.73,1765861200000000000,28
O:C251219C00095000,1875,17.3,16.48,17.5,16.24,1765861200000000000,42
O:C251219C00097500,6,13.83,14,14,13.83,1765861200000000000,6
O:C251219C00099000,1,13.72,13.72,13.72,13.72,1765861200000000000,1
O:C251219C00100000,128,12.7,11.28,12.98,11.15,1765861200000000000,27
O:C251219C00102000,1,9.8,9.8,9.8,9.8,1765861200000000000,1
O:C251219C00103000,2,7.8,8.2,8.2,7.8,1765861200000000000,2
O:C251219C00104000,13,9.05,7.6,9.05,7.6,1765861200000000000,3
O:C251219C00105000,266,8.25,6.75,8.41,6,1765861200000000000,73
O:C251219C00106000,11,7.4,5.6,7.4,5.28,1765861200000000000,7
O:C251219C00107000,70,6.21,4.72,6.23,4.32,1765861200000000000,32
O:C251219C00108000,25,4.85,3.94,5,3.65,1765861200000000000,12
O:C251219C00109000,50,3.7,2.81,3.7,2.5,1765861200000000000,17
O:C251219C00110000,462,3,2.1,3.67,1.67,1765861200000000000,127
O:C251219C00111000,835,2,1.41,2,1.07,1765861200000000000,118
